user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
483	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554695	GCA_900554695.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554695	97.95	0.863	GCA_900554695.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554695	97.95	0.863	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_037890215.1, s__Prevotella sp900553465, 95.0, 86.84, 0.453; GCF_900079775.1, s__Prevotella lascolaii, 95.0, 82.46, 0.235	90.05	11	N/A	N/A
4830	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
48587	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
486	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
48652	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.6%)
4871	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	GCA_040095065.1	96.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	97.07	0.632	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	96.28	0.525	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	N/A	GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 91.73, 0.641; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 91.58, 0.679; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 90.55, 0.602; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 89.91, 0.558; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 89.61, 0.557; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.08, 0.591; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 88.78, 0.483; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 88.46, 0.44; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 88.09, 0.5; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 87.69, 0.503; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 87.61, 0.444; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 87.29, 0.329; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 86.5, 0.376; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.27, 0.371; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 85.7, 0.272; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 85.33, 0.288	54.43	11	N/A	Genome has more than 36.7% of markers with multiple hits
4885	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075	GCA_905209075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075	98.83	0.794	GCA_905209075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075	98.83	0.794	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	37.25	11	N/A	Genome has more than 34.2% of markers with multiple hits
489	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	GCA_000435975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	98.32	0.896	GCA_000435975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	98.32	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 91.55, 0.682; GCF_018408575.1, s__Vescimonas coprocola, 95.0, 82.04, 0.188	76.67	11	N/A	N/A
4897	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
49	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	GCF_025567365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	99.07	1.0	GCF_025567365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	99.07	1.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 89.74, 0.71; GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 89.52, 0.665; GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 87.21, 0.578; GCA_036312945.1, s__Anaerostipes hadrus_C, 95.0, 86.4, 0.556	15.75	11	N/A	Genome has more than 84.2% of markers with multiple hits
490	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	GCF_900209925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	97.17	0.712	GCF_900209925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	97.17	0.712	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934317185.1, s__Anaerobutyricum sp934317185, 95.0, 87.24, 0.479; GCF_000173975.1, s__Anaerobutyricum hallii, 95.0, 85.75, 0.339; GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 83.6, 0.297; GCA_963600375.1, s__Anaerobutyricum sp963600375, 95.0, 83.08, 0.249	34.37	11	N/A	Genome has more than 65.0% of markers with multiple hits
4904	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp934167305	GCA_934167305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp934167305	98.21	0.683	GCA_934167305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp934167305	98.21	0.683	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000437855.1, s__CAG-273 sp000437855, 95.0, 88.17, 0.249; GCA_934122125.1, s__CAG-273 sp934122125, 95.0, 85.98, 0.151	17.71	11	N/A	N/A
4908	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	GCA_001940855.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	97.15	0.677	GCA_963608365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp963608365	92.86	0.737	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_902475645.1, s__Phil1 sp902475645, 95.0, 88.79, 0.597; GCA_963643205.1, s__Phil1 sp963643205, 95.0, 84.83, 0.239	26.23	11	N/A	Genome has more than 68.3% of markers with multiple hits
4919	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__CAG-1193 sp900550145	GCA_900550145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__CAG-1193 sp900550145	99.12	0.892	GCA_900550145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__CAG-1193 sp900550145	99.12	0.892	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.37	11	N/A	N/A
494	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363125	GCA_902363125.1	95.02	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363125	95.42	0.797	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_902363125.1, s__Collinsella sp902363125, 95.02, 95.42, 0.797; GCA_905207495.1, s__Collinsella sp905207495, 95.66, 95.01, 0.802; GCA_958420205.1, s__Collinsella sp958420205, 95.17, 94.85, 0.834; GCF_040098165.1, s__Collinsella sp040098165, 95.33, 94.84, 0.802; GCA_900541005.1, s__Collinsella sp900541005, 95.0, 94.83, 0.821; GCF_964239575.1, s__Collinsella aerofaciens_BQ, 95.02, 94.82, 0.774; GCA_958441355.1, s__Collinsella sp958441355, 95.28, 94.8, 0.859; GCA_900550515.1, s__Collinsella sp900550515, 95.01, 94.74, 0.806; GCA_031292915.1, s__Collinsella sp031292915, 95.0, 94.73, 0.799; GCF_964240045.1, s__Collinsella sp902469555, 95.11, 94.73, 0.784; GCA_900541055.1, s__Collinsella sp900541055, 95.0, 94.72, 0.789; GCA_905197585.1, s__Collinsella sp905197585, 95.06, 94.71, 0.795; GCA_902489955.1, s__Collinsella sp902489955, 95.04, 94.69, 0.822; GCA_902494605.1, s__Collinsella sp902494605, 95.0, 94.69, 0.794; GCA_937934165.1, s__Collinsella sp937934165, 95.08, 94.69, 0.774; GCA_902465015.1, s__Collinsella sp902465015, 95.0, 94.62, 0.84; GCA_958348225.1, s__Collinsella sp958348225, 95.0, 94.61, 0.817; GCA_900546965.1, s__Collinsella sp900546965, 95.3, 94.61, 0.799; GCA_900541125.1, s__Collinsella sp900541125, 95.0, 94.61, 0.795; GCA_900544865.1, s__Collinsella sp900544865, 95.0, 94.61, 0.789; GCA_900754435.1, s__Collinsella sp900754435, 95.32, 94.61, 0.787; GCA_958424475.1, s__Collinsella sp958424475, 95.25, 94.61, 0.783; GCA_018368055.1, s__Collinsella sp018368055, 95.0, 94.61, 0.776; GCA_958408685.1, s__Collinsella sp958408685, 95.02, 94.6, 0.841; GCA_958429025.1, s__Collinsella sp958429025, 95.16, 94.6, 0.828; GCA_900551185.1, s__Collinsella sp900551185, 95.3, 94.58, 0.79; GCA_937982065.1, s__Collinsella sp937982065, 95.01, 94.53, 0.783; GCA_900550195.1, s__Collinsella sp900550195, 95.04, 94.51, 0.749; GCA_900759565.1, s__Collinsella sp900759565, 95.0, 94.5, 0.822; GCA_902470365.1, s__Collinsella sp902470365, 95.0, 94.5, 0.818; GCA_900554905.1, s__Collinsella sp900554905, 95.02, 94.5, 0.814; GCA_900551555.1, s__Collinsella sp900551555, 95.0, 94.5, 0.803; GCA_902479145.1, s__Collinsella sp902479145, 95.46, 94.5, 0.799; GCA_902490305.1, s__Collinsella sp902490305, 95.0, 94.5, 0.79; GCA_963621725.1, s__Collinsella sp963621725, 95.13, 94.5, 0.79; GCA_902492935.1, s__Collinsella sp902492935, 95.0, 94.5, 0.788; GCF_025289055.1, s__Collinsella sp900549025, 95.15, 94.5, 0.783; GCA_902465465.1, s__Collinsella sp902465465, 95.0, 94.5, 0.771; GCA_902493985.1, s__Collinsella sp902493985, 95.0, 94.49, 0.814; GCA_900752015.1, s__Collinsella sp900752015, 95.16, 94.49, 0.808; GCA_902494465.1, s__Collinsella sp902494465, 95.0, 94.47, 0.78; GCA_902470265.1, s__Collinsella sp902470265, 95.0, 94.47, 0.766; GCA_902470915.1, s__Collinsella sp902470915, 95.0, 94.45, 0.807; GCA_902478865.1, s__Collinsella sp902478865, 95.12, 94.44, 0.782; GCA_905199455.1, s__Collinsella aerofaciens_AW, 95.3, 94.42, 0.787; GCA_900542635.1, s__Collinsella sp900542635, 95.0, 94.39, 0.813; GCA_902495945.1, s__Collinsella sp902495945, 95.0, 94.39, 0.81; GCA_900549745.1, s__Collinsella sp900549745, 95.0, 94.39, 0.804; GCA_018382125.1, s__Collinsella sp018382125, 95.0, 94.39, 0.797; GCA_036298225.1, s__Collinsella sp036298225, 95.0, 94.39, 0.78; GCA_900543515.1, s__Collinsella sp900543515, 95.0, 94.39, 0.767; GCF_015548375.1, s__Collinsella aerofaciens_AB, 95.01, 94.39, 0.763; GCA_938023085.1, s__Collinsella sp938023085, 95.0, 94.36, 0.768; GCA_902468695.1, s__Collinsella sp902468695, 95.0, 94.34, 0.795; GCA_938045065.1, s__Collinsella sp938045065, 95.11, 94.29, 0.783; GCA_008668795.1, s__Collinsella aerofaciens_AS, 95.0, 94.28, 0.692; GCA_900542165.1, s__Collinsella sp900542165, 95.01, 94.27, 0.818; GCA_902462065.1, s__Collinsella sp902462065, 95.0, 94.27, 0.813; GCA_905215755.1, s__Collinsella sp905215755, 95.0, 94.27, 0.805; GCA_902494715.1, s__Collinsella sp902494715, 95.0, 94.27, 0.803; GCA_900752475.1, s__Collinsella sp900752475, 95.0, 94.27, 0.801; GCA_902493545.1, s__Collinsella sp902493545, 95.03, 94.27, 0.796; GCA_902497065.1, s__Collinsella sp902497065, 95.0, 94.27, 0.788; GCA_900541875.1, s__Collinsella sp900541875, 95.0, 94.26, 0.818; GCA_902474645.1, s__Collinsella sp902474645, 95.18, 94.25, 0.804; GCA_902494035.1, s__Collinsella sp902494035, 95.0, 94.25, 0.781; GCA_902496375.1, s__Collinsella sp902496375, 95.0, 94.24, 0.786; GCA_900552995.1, s__Collinsella sp900552995, 95.09, 94.18, 0.731; GCA_963657575.1, s__Collinsella sp963657575, 95.32, 94.18, 0.655; GCA_900755685.1, s__Collinsella sp900755685, 95.04, 94.14, 0.81; GCA_900545485.1, s__Collinsella sp900545485, 95.07, 94.14, 0.803; GCA_900541205.1, s__Collinsella sp900541205, 95.0, 94.14, 0.784; GCA_036302865.1, s__Collinsella sp036302865, 95.0, 94.14, 0.777; GCA_900751695.1, s__Collinsella sp900751695, 95.0, 94.12, 0.81; GCA_900556205.1, s__Collinsella sp900556205, 95.0, 94.06, 0.785; GCA_902491915.1, s__Collinsella sp902491915, 95.0, 94.05, 0.807; GCA_959020715.1, s__Collinsella sp959020715, 95.0, 94.02, 0.769; GCA_902494855.1, s__Collinsella sp902494855, 95.0, 94.02, 0.755; GCA_902495085.1, s__Collinsella sp902495085, 95.09, 94.0, 0.756; GCA_905199225.1, s__Collinsella sp900554665, 95.0, 94.0, 0.75; GCA_905204735.1, s__Collinsella sp905204735, 95.08, 93.92, 0.748; GCA_900548075.1, s__Collinsella sp900548075, 95.0, 93.84, 0.785; GCF_015546965.1, s__Collinsella aerofaciens_X, 95.0, 93.71, 0.758; GCF_009876115.1, s__Collinsella aerofaciens_N, 95.0, 93.71, 0.758; GCA_027682925.1, s__Collinsella sp027682925, 95.0, 93.71, 0.753; GCA_902495955.1, s__Collinsella sp902495955, 95.08, 93.68, 0.788; GCA_958443265.1, s__Collinsella sp958443265, 95.0, 93.6, 0.737; GCA_019413925.1, s__Collinsella sp019413925, 95.0, 93.59, 0.752; GCA_900540855.1, s__Collinsella sp900540855, 95.0, 93.46, 0.743; GCA_958451615.1, s__Collinsella sp958451615, 95.17, 93.46, 0.743; GCA_902493145.1, s__Collinsella sp902493145, 95.02, 93.45, 0.751; GCA_900545605.1, s__Collinsella sp900545605, 95.0, 93.34, 0.751; GCF_028207065.1, s__Collinsella aerofaciens_AR, 95.07, 93.32, 0.745; GCA_019419645.1, s__Collinsella sp019419645, 95.0, 93.31, 0.78; GCA_905197595.1, s__Collinsella sp905197595, 95.0, 93.24, 0.757; GCA_902490405.1, s__Collinsella sp902490405, 95.0, 93.24, 0.724; GCA_958433005.1, s__Collinsella sp958433005, 95.0, 93.1, 0.748; GCA_905214435.1, s__Collinsella sp905214435, 95.07, 93.1, 0.741; GCA_019425045.1, s__Collinsella sp019425045, 95.0, 93.09, 0.748; GCA_027669365.1, s__Collinsella sp027669365, 95.0, 92.86, 0.74	91.56	11	N/A	N/A
4950	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	GCA_004556345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	97.38	0.732	GCA_004556345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	97.38	0.732	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963606215.1, s__Evtepia sp963606215, 95.0, 90.88, 0.565	53.49	11	N/A	Genome has more than 15.8% of markers with multiple hits
496	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	GCA_003514385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.56	0.871	GCA_003514385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.56	0.871	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963592475.1, s__CAG-177 sp963592475, 95.0, 95.87, 0.886; GCA_002451755.1, s__CAG-177 sp002451755, 95.0, 94.9, 0.781; GCA_002438685.1, s__CAG-177 sp002438685, 95.0, 94.24, 0.786; GCA_963620555.1, s__CAG-177 sp963620555, 95.0, 90.75, 0.738; GCA_963612725.1, s__CAG-177 sp963612725, 95.0, 90.69, 0.73; GCA_003538135.1, s__CAG-177 sp003538135, 95.0, 89.72, 0.673; GCA_900770255.1, s__CAG-177 sp900770255, 95.0, 81.03, 0.195	63.3	11	N/A	N/A
4964	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.95	0.869	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.95	0.869	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.49	11	N/A	N/A
497	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	GCA_001916715.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	97.86	0.817	GCA_001916715.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	97.86	0.817	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002472405.1, s__F23-B02 sp002472405, 95.0, 94.11, 0.855; GCA_963629425.1, s__F23-B02 sp963629425, 95.0, 86.45, 0.545; GCA_963608145.1, s__F23-B02 sp963608145, 95.0, 86.38, 0.468; GCA_036808515.1, s__F23-B02 sp900556535, 95.0, 84.19, 0.279; GCA_004558025.1, s__F23-B02 sp004558025, 95.0, 83.76, 0.531; GCA_934636655.1, s__F23-B02 sp934636655, 95.0, 83.68, 0.51; GCA_963650165.1, s__F23-B02 sp963650165, 95.0, 83.6, 0.491; GCA_937893605.1, s__F23-B02 sp937893605, 95.0, 83.56, 0.561; GCA_900545805.1, s__F23-B02 sp900545805, 95.0, 83.18, 0.567; GCA_963613665.1, s__F23-B02 sp963613665, 95.0, 83.07, 0.448; GCA_963620985.1, s__F23-B02 sp963620985, 95.0, 83.02, 0.423; GCA_963625685.1, s__F23-B02 sp963625685, 95.0, 82.6, 0.441; GCA_963590435.1, s__F23-B02 sp963590435, 95.0, 82.59, 0.2; GCA_963633225.1, s__F23-B02 sp963633225, 95.0, 82.53, 0.426; GCA_963640555.1, s__F23-B02 sp963640555, 95.0, 82.03, 0.232; GCA_900760205.1, s__F23-B02 sp900760205, 95.0, 81.95, 0.162; GCA_934590355.1, s__F23-B02 sp900772725, 95.0, 81.91, 0.331; GCA_945613045.1, s__F23-B02 sp945613045, 95.0, 81.89, 0.162; GCA_004553495.1, s__F23-B02 sp004553495, 95.0, 81.32, 0.405; GCA_963632825.1, s__F23-B02 sp963632825, 95.0, 80.34, 0.258; GCA_946405205.1, s__F23-B02 sp946405205, 95.02, 79.7, 0.164	13.84	11	N/A	Genome has more than 85.8% of markers with multiple hits
498	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A amylophila	GCF_025567265.1	96.98	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A amylophila	97.73	0.903	GCF_000424345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_C	97.7	0.876	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019421265.1, s__Dorea_A sp019421265, 95.0, 97.51, 0.437; GCA_934309195.1, s__Dorea_A sp934309195, 95.0, 95.31, 0.802; GCA_900550865.1, s__Dorea_A sp900550865, 95.0, 90.36, 0.624; GCF_025150085.1, s__Dorea_A longicatena, 95.0, 90.19, 0.638; GCA_963595255.1, s__Dorea_A sp963595255, 95.0, 88.9, 0.59; GCA_934295165.1, s__Dorea_A sp934295165, 95.0, 87.28, 0.41; GCF_934294775.1, s__Dorea_A sp934294775, 95.0, 85.21, 0.336	88.09	11	N/A	N/A
5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	GCA_022009795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	97.14	0.899	GCA_022009795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	97.14	0.899	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539775.1, s__Eubacterium_R sp900539775, 95.0, 89.44, 0.67; GCA_963625835.1, s__Eubacterium_R sp963625835, 95.0, 88.38, 0.688; GCA_963654285.1, s__Eubacterium_R sp963654285, 95.0, 88.1, 0.695	97.04	11	N/A	N/A
50	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	GCF_008121495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	97.96	0.711	GCF_008121495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	97.96	0.711	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544395.1, s__Ruminococcus_B sp900544395, 95.0, 83.56, 0.49	41.44	11	N/A	Genome has more than 58.3% of markers with multiple hits
5016	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	97.95	0.936	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	97.95	0.936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	52.7	11	N/A	N/A
5026	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
