user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
610	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.5%)
611	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
612	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
613	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.1%)
614	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.5%)
615	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	99.0	0.569	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	99.0	0.569	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551745.1, s__Phascolarctobacterium sp900551745, 95.0, 94.26, 0.239; GCF_900545535.1, s__Phascolarctobacterium sp900545535, 95.0, 85.86, 0.377; GCF_900544795.1, s__Phascolarctobacterium sp900544795, 95.0, 81.96, 0.205	19.74	11	N/A	Genome has more than 10.8% of markers with multiple hits
616	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	GCA_025757685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.17	0.814	GCA_025757685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.17	0.814	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963638105.1, s__CAG-217 sp963638105, 95.0, 94.38, 0.792; GCA_963642245.1, s__CAG-217 sp963642245, 95.0, 90.06, 0.636; GCA_963605415.1, s__CAG-217 sp963605415, 95.0, 87.53, 0.62	46.09	11	N/A	Genome has more than 40.0% of markers with multiple hits
617	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.6%)
618	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
619	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__CAG-552;s__CAG-552 sp000435495	GCA_000435495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__CAG-552;s__CAG-552 sp000435495	99.26	0.834	GCA_000435495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__CAG-552;s__CAG-552 sp000435495	99.26	0.834	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__CAG-552;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	45.79	11	N/A	N/A
62	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	17.83	11	0.89246	Genome has more than 19.2% of markers with multiple hits
620	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
621	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565	GCA_004557565.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565	97.84	0.832	GCA_004557565.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565	97.84	0.832	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	36.18	11	N/A	N/A
622	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	GCF_025567485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	98.95	0.528	GCF_025567485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	98.95	0.528	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900538575.1, s__Porcipelethomonas sp900538575, 95.0, 93.12, 0.186; GCA_949745795.1, s__Porcipelethomonas sp949745795, 95.0, 84.8, 0.317	39.52	11	N/A	Genome has more than 13.3% of markers with multiple hits
623	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.6%)
624	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.9%)
625	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.0%)
626	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.72	0.455	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.17	11	0.99999	N/A
627	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
628	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.5%)
629	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	GCA_000435055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	98.76	0.789	GCA_000435055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	98.76	0.789	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937894955.1, s__PeH17 sp937894955, 95.0, 93.89, 0.716	45.04	11	N/A	Genome has more than 38.3% of markers with multiple hits
63	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 97.68, 0.372; GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 96.03, 0.333; GCA_036312945.1, s__Anaerostipes hadrus_C, 95.0, 94.85, 0.368; GCF_025567365.1, s__Anaerostipes amylophilus, 95.0, 94.44, 0.299; GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 91.05, 0.275	18.92	11	0.99518	Genome has more than 15.0% of markers with multiple hits
630	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__	N/A	N/A	N/A	N/A	N/A	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	98.58	0.313	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	15.13	11	0.99152	N/A
631	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
632	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.58	11	0.8862	N/A
633	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.6%)
634	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
635	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis	GCF_009767585.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis	99.1	0.729	GCF_009767585.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis	99.1	0.729	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	53.08	11	N/A	N/A
636	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.3%)
637	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
638	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004535825.1, s__Prevotella hominis, 95.0, 93.86, 0.366; GCF_019249725.2, s__Prevotella sp945863825, 95.77, 92.81, 0.373; GCF_025151535.1, s__Prevotella copri, 96.45, 92.23, 0.23; GCA_900554835.1, s__Prevotella sp900554835, 95.0, 92.0, 0.37; GCF_003465495.1, s__Prevotella copri_G, 96.6, 91.66, 0.293; GCF_024330485.1, s__Prevotella copri_L, 97.07, 91.62, 0.319; GCF_026015465.1, s__Prevotella copri_E, 96.59, 91.62, 0.263; GCF_019249795.2, s__Prevotella copri_B, 96.93, 91.5, 0.29; GCF_009494485.1, s__Prevotella copri_K, 96.86, 91.34, 0.287; GCF_026015625.1, s__Prevotella copri_H, 97.07, 91.28, 0.287; GCA_003463005.1, s__Prevotella copri_I, 95.0, 91.01, 0.315; GCF_026015295.1, s__Prevotella copri_C, 97.02, 90.74, 0.303; GCF_949820605.1, s__Prevotella sp934191715, 96.29, 90.74, 0.269; GCA_021635485.1, s__Prevotella copri_P, 96.24, 90.68, 0.308; GCF_019127135.1, s__Prevotella sp900551275, 95.0, 90.58, 0.286; GCF_009494835.1, s__Prevotella copri_F, 96.78, 90.48, 0.305; GCA_021623045.1, s__Prevotella copri_T, 96.37, 90.44, 0.304; GCA_021640525.1, s__Prevotella copri_S, 96.89, 90.42, 0.265; GCA_959596915.1, s__Prevotella copri_N, 96.9, 90.17, 0.283; GCA_021622245.1, s__Prevotella copri_J, 96.23, 89.82, 0.295; GCA_963594575.1, s__Prevotella sp963594575, 96.24, 89.68, 0.234; GCF_015074785.1, s__Prevotella sp015074785, 96.84, 89.51, 0.286; GCA_021618535.1, s__Prevotella copri_O, 96.81, 89.33, 0.262; GCF_032490515.1, s__Prevotella sp934202525, 95.18, 89.29, 0.293; GCA_021628325.1, s__Prevotella copri_R, 96.77, 89.03, 0.298; GCA_021615735.1, s__Prevotella copri_Q, 96.46, 88.73, 0.297; GCA_963639495.1, s__Prevotella sp963639495, 96.3, 88.54, 0.206; GCF_009494395.1, s__Prevotella sp900546535, 95.0, 86.61, 0.209; GCF_019249655.2, s__Prevotella sp900767615, 96.51, 85.99, 0.177; GCF_016803255.1, s__Prevotella copri_M, 95.0, 85.91, 0.196; GCF_024330295.1, s__Prevotella copri_A, 95.35, 85.33, 0.167; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 85.14, 0.151; GCF_040095255.1, s__Prevotella sinensis, 95.79, 85.13, 0.165; GCA_900551985.1, s__Prevotella sp900551985, 95.0, 84.56, 0.154; GCF_026095235.1, s__Prevotella sp900557035, 95.0, 84.01, 0.157	14.0	11	0.99654	N/A
639	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	GCA_964259225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	96.15	0.619	GCA_964259225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	96.15	0.619	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025148785.1, s__Catenibacterium mitsuokai_A, 95.0, 94.7, 0.633; GCF_900540665.1, s__Catenibacterium sp900540665, 95.0, 93.64, 0.6; GCF_900540685.1, s__Catenibacterium sp900540685, 95.0, 92.97, 0.606; GCF_900764565.1, s__Catenibacterium sp900764565, 95.0, 92.68, 0.595; GCA_900764725.1, s__Catenibacterium sp900764725, 95.0, 92.44, 0.585	28.97	11	N/A	Genome has more than 10.0% of markers with multiple hits
64	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.43	0.848	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_003697165.2, s__Escherichia coli, 95.0, 97.43, 0.848; GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.08, 0.848; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.29, 0.712; GCA_011881725.1, s__Escherichia coli_E, 95.0, 92.59, 0.827; GCF_002900365.1, s__Escherichia marmotae, 95.0, 92.31, 0.799; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 91.39, 0.879; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 91.06, 0.845; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 90.78, 0.793; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.64, 0.72; GCF_014836715.1, s__Escherichia whittamii, 95.0, 89.93, 0.908; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 89.39, 0.639	28.93	11	N/A	Genome has more than 53.3% of markers with multiple hits
640	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.4%)
641	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
642	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.7%)
643	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	N/A	N/A	N/A	N/A	N/A	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	98.48	0.443	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	14.87	11	1.0	Genome has more than 18.3% of markers with multiple hits
644	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
645	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_001025195.1	95.3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	93.3	0.466	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 93.34, 0.424; GCF_040095915.1, s__Bifidobacterium hominis, 95.0, 91.51, 0.447; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.0, 91.29, 0.372; GCF_959020145.1, s__Bifidobacterium sp959020145, 95.0, 90.94, 0.336; GCA_905207115.1, s__Bifidobacterium angulatum_A, 95.0, 90.84, 0.2; GCF_959028125.1, s__Bifidobacterium sp959028125, 95.0, 90.24, 0.391; GCF_000010425.1, s__Bifidobacterium adolescentis, 95.0, 87.17, 0.274; GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 82.89, 0.2	41.74	11	0.99991	Genome has more than 20.8% of markers with multiple hits
646	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.8%)
647	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
648	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
649	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	97.5	0.505	GCA_040095065.1	96.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	97.23	0.538	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	N/A	GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.29, 0.398; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 92.0, 0.423; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 91.81, 0.394; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 91.11, 0.307; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.82, 0.301; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 89.57, 0.158; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 89.32, 0.312; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 89.29, 0.338; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 88.88, 0.326; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 88.44, 0.219; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 88.32, 0.337; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 88.3, 0.335; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 87.34, 0.256; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 87.27, 0.276; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 86.01, 0.155; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 85.74, 0.207	12.49	11	N/A	N/A
65	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	97.69	0.639	GCF_000173975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	97.69	0.639	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 88.78, 0.432; GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 88.76, 0.392; GCA_963600375.1, s__Anaerobutyricum sp963600375, 95.0, 86.6, 0.302; GCA_934317185.1, s__Anaerobutyricum sp934317185, 95.0, 86.01, 0.351	13.11	11	N/A	Genome has more than 85.0% of markers with multiple hits
650	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.9%)
651	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	98.03	0.264	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 95.47, 0.233; GCF_964248265.1, s__Phocaeicola vulgatus, 95.21, 94.15, 0.206; GCF_013009555.1, s__Phocaeicola dorei, 95.0, 92.95, 0.214; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 89.84, 0.213	13.17	11	0.99999	N/A
652	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.5%)
653	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.2%)
654	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
655	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
656	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
657	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
658	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.5%)
659	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.9%)
